player_id,loyalty_tier,marketing_opt_in,engagement_score,churn_probability,synthetic_churn_profile,historical_session_count,target_window_session_count
PLY00000047,Standard,1,0.7126997381534741,0.3567068459378559,0,6,3
PLY00000048,Gold,0,0.41166278528282874,0.6317949545643875,0,1,2
PLY00000049,Platinum,0,0.6256599882867742,0.39480744798437284,1,2,0
PLY00000050,Standard,0,0.5672727447279176,0.45948046972593065,0,1,2
PLY00000052,Standard,0,0.21055528254213954,0.7292923976204724,1,2,0
PLY00000053,Gold,1,0.859440214533427,0.22547332127607894,0,5,4
PLY00000054,Standard,1,0.522303686775277,0.49247145759707756,1,1,0
PLY00000055,Silver,0,0.2683821871895716,0.7497868087628374,1,2,0
PLY00000056,Standard,1,0.5575541679861998,0.4508073939179152,0,3,2
PLY00000057,Standard,1,0.49174325281213666,0.5055269310126482,1,4,0
PLY00000058,Standard,1,0.40125388801576345,0.5736895965320477,1,4,0
PLY00000059,Standard,0,0.28450688415952874,0.7570318272662391,1,3,0
PLY00000060,Standard,1,0.5798433657678927,0.34890839667509194,0,3,2
PLY00000061,Standard,0,0.2944289583416805,0.7813478089812155,1,1,0
PLY00000062,Standard,0,0.16639339925744162,0.6526632396079792,1,3,0
PLY00000063,Platinum,0,0.8209533520820447,0.21979098668922573,0,4,3
PLY00000064,Standard,1,0.6470083279444878,0.4550672937678356,1,3,0
PLY00000065,Silver,0,0.648975541667956,0.4758277185770411,0,6,1
PLY00000066,Standard,0,0.2085317613081483,0.6041419434419444,1,4,0
PLY00000067,Gold,1,0.7428995862620699,0.2365316958894209,0,7,1
PLY00000068,Silver,1,0.5168553030847669,0.5063337384129843,1,8,0
PLY00000069,Silver,0,0.45281368382983866,0.7234150366441899,1,4,0
PLY00000070,Standard,1,0.4838032786772315,0.6208345512780736,0,4,1
PLY00000071,Standard,0,0.689269310193346,0.3454488011950884,1,3,0
PLY00000072,Standard,1,0.22189697286656487,0.5022547433236743,1,4,0
PLY00000073,Gold,0,0.258065503882179,0.6760056091697476,1,3,0
PLY00000074,Gold,0,0.6983308441280598,0.375403312521531,0,3,2
PLY00000075,Platinum,1,0.7491305645580167,0.2748223996487364,0,4,6
PLY00000076,Standard,1,0.6094210036257348,0.3488751105046509,1,1,0
PLY00000078,Standard,1,0.499667521196403,0.5160499593036301,0,6,2
PLY00000079,Silver,1,0.5973307020473966,0.3436320520649466,0,4,5
PLY00000080,Standard,1,0.6244159094137128,0.570376765196205,0,2,2
PLY00000081,Standard,1,0.4993181799574004,0.6319148205722266,1,2,0
PLY00000082,Standard,1,0.3854555938397281,0.6427063316329107,0,6,1
PLY00000083,Gold,0,0.4263451830438518,0.5560252192572096,1,3,0
PLY00000084,Standard,1,0.22241235206835205,0.6509198344405289,1,2,0
PLY00000087,Standard,1,0.6029802369314736,0.4221715598283966,1,3,0
PLY00000088,Gold,1,0.98,0.2811537137799246,0,3,7
PLY00000089,Silver,0,0.7184753546982561,0.4096721363318988,0,2,4
PLY00000090,Standard,1,0.09008663013625293,0.7906798216419205,1,2,0
PLY00000091,Standard,1,0.596328112971445,0.5092715052315296,0,3,3
PLY00000092,Gold,0,0.7855587914867894,0.32937999477114094,0,4,4
PLY00000093,Standard,1,0.22674818832544497,0.7270318499061912,0,2,1
PLY00000094,Standard,1,0.5462424626639615,0.5522232522053625,1,1,0
PLY00000095,Standard,1,0.3109097264530555,0.6824783955175204,1,4,0
PLY00000096,Standard,1,0.5406535604279645,0.5458705710873497,1,2,0
PLY00000097,Standard,0,0.468449337940784,0.5443121834475858,1,1,0
PLY00000098,Silver,1,0.4512613108062841,0.5098009853903425,0,2,3
PLY00000099,Platinum,1,0.7830821483004188,0.24383689530629724,0,2,4
PLY00000100,Gold,1,0.5568047976735075,0.3880982990088676,0,2,5
PLY00000101,Standard,1,0.47426368064452723,0.3832411023458876,1,2,0
PLY00000102,Platinum,1,0.8081256065586668,0.20825730815394383,0,6,7
PLY00000103,Standard,0,0.13394606913567894,0.6925708211881042,1,1,0
PLY00000104,Standard,1,0.5022975815049104,0.4558457072183599,0,3,2
PLY00000105,Standard,1,0.6062789374734034,0.5572810914476888,1,6,0
PLY00000106,Standard,1,0.5257224836053496,0.4685166428822006,0,2,1
PLY00000107,Standard,0,0.4333129487262353,0.5776207533005683,0,4,1
PLY00000108,Silver,1,0.6313215326710256,0.41936789050378187,0,2,1
PLY00000109,Standard,0,0.3670062751148261,0.7283533539471482,1,1,0
PLY00000110,Standard,1,0.5690945111462997,0.400185279957169,1,3,0
PLY00000111,Standard,0,0.3639357225320637,0.5895519123628415,1,1,0
PLY00000112,Silver,0,0.576762646548464,0.4318527751071804,1,5,0
PLY00000113,Platinum,1,0.7459019720435747,0.39443350240553554,0,2,1
PLY00000114,Silver,1,0.6809012661405995,0.4745689963981026,0,4,3
PLY00000115,Standard,1,0.3117723106898109,0.6786770702676183,1,2,0
PLY00000116,Silver,1,0.5571073201826094,0.5589350058959863,0,1,1
PLY00000117,Standard,1,0.2956306505223858,0.6666357068613901,0,3,1
PLY00000118,Standard,0,0.624603516749812,0.397605590024339,1,3,0
PLY00000119,Standard,1,0.8219695211515833,0.36309555285497697,0,6,3
PLY00000120,Silver,1,0.3308638300306387,0.6606139779915965,0,3,1
PLY00000121,Standard,0,0.1562522121196614,0.6933855332924432,0,1,1
PLY00000122,Standard,1,0.26393594894793193,0.7458486390382101,1,2,0
PLY00000123,Standard,1,0.08628107677784808,0.7678784499034597,1,1,0
PLY00000124,Gold,1,0.7820375250206703,0.26415126066489186,1,3,0
PLY00000125,Standard,1,0.673690549171501,0.44776512190470036,0,1,4
PLY00000126,Standard,1,0.6241781786240717,0.4007515340097047,1,7,0
PLY00000127,Standard,0,0.6220355110374817,0.44742683543822953,1,3,0
PLY00000128,Silver,1,0.6700914552565372,0.42370063894210924,0,1,4
PLY00000130,Standard,1,0.7114479230312942,0.2867039823881985,0,1,3
PLY00000131,Standard,1,0.4624841178133977,0.5638055121085923,0,2,3
PLY00000132,Silver,0,0.2509265859573861,0.7736416641431285,1,1,0
PLY00000133,Silver,1,0.5526987471167499,0.3737892876516665,1,3,0
PLY00000134,Standard,1,0.5654511609166197,0.49133638476418534,0,1,1
PLY00000135,Standard,1,0.29398906975003947,0.5855306809183322,0,1,2
PLY00000136,Standard,1,0.33385024429967924,0.7051088627608357,0,3,1
PLY00000137,Silver,0,0.5617619339481664,0.5406086208154662,0,5,2
PLY00000138,Standard,1,0.8088213012051688,0.2576119335966081,0,4,2
PLY00000139,Standard,1,0.4496529602882576,0.7179728676821232,1,4,0
PLY00000140,Standard,0,0.1520983304875646,0.8135764934983081,1,1,0
PLY00000141,Gold,1,0.7937848389976502,0.332451377467345,0,6,2
PLY00000142,Silver,0,0.3507327996081882,0.6637339601503447,1,1,0
PLY00000144,Standard,1,0.23822465265653878,0.7595637415897911,1,3,0
PLY00000145,Standard,1,0.6250447690509829,0.32687320126492847,0,6,4
PLY00000146,Standard,1,0.5832343561342026,0.45555458941481475,1,5,0
PLY00000147,Silver,1,0.49823827243555674,0.5297124270676304,0,4,2
PLY00000148,Standard,0,0.4852631695965167,0.4824821007098161,1,3,0
PLY00000149,Silver,1,0.6839114304413078,0.39681553934692726,0,3,2
PLY00000150,Silver,1,0.5429515578634073,0.5694458888944942,0,4,2
PLY00000151,Silver,1,0.39725791124938126,0.5362473474279085,1,2,0
PLY00000152,Silver,1,0.44245327255783046,0.5339399805087321,1,1,0
PLY00000153,Standard,1,0.13013629058499876,0.700227086808184,1,2,0
PLY00000154,Gold,1,0.8235016521501918,0.1596779559605824,0,5,2
PLY00000155,Standard,0,0.4385284208657795,0.6189548787232122,0,1,1
PLY00000156,Gold,0,0.4168380837675097,0.5532070403035184,0,3,3
PLY00000157,Silver,1,0.2553624028968253,0.6774980446198806,0,2,1
PLY00000158,Silver,1,0.6202982606889074,0.32458487109573775,0,2,2
PLY00000159,Silver,1,0.6784038043394924,0.3476108033668145,1,3,0
PLY00000160,Standard,1,0.5235524466708932,0.5791957796647477,1,6,0
PLY00000161,Standard,1,0.229168307234865,0.6971629144840125,1,3,0
PLY00000162,Standard,1,0.36412387639608235,0.6063837274995494,1,2,0
PLY00000163,Standard,1,0.22353377345684192,0.7157256007738083,0,1,2
PLY00000164,Silver,0,0.2948876326616723,0.5473226780516929,1,1,0
PLY00000165,Standard,1,0.5881811982980298,0.4893190020556293,1,1,0
PLY00000166,Standard,0,0.2734493469029088,0.5687272261683851,1,1,0
PLY00000167,Gold,0,0.7585236767768858,0.24078827555919377,1,7,0
PLY00000168,Standard,1,0.3721102889475067,0.5075840306895671,0,5,1
PLY00000169,Standard,0,0.4227808483014809,0.5496334201985504,0,4,1
PLY00000170,Silver,1,0.7011730080074441,0.31920317080332017,0,3,2
PLY00000171,Silver,1,0.49943292365175684,0.4952003522952493,1,2,0
PLY00000172,Standard,0,0.47405174077813556,0.4470251991855585,0,3,2
PLY00000173,Silver,1,0.6784500106956262,0.4469876989169992,1,4,0
PLY00000174,Standard,1,0.6183620835305341,0.4846061901550416,1,3,0
PLY00000175,Standard,1,0.21554156823459736,0.6930172827202563,1,2,0
PLY00000176,Standard,1,0.35716275894261007,0.5684978981411655,1,3,0
PLY00000177,Standard,1,0.7642153746883474,0.2687189118436969,1,6,0
PLY00000178,Standard,0,0.14181771962480427,0.7328058418143635,1,2,0
PLY00000179,Silver,1,0.47648540160452557,0.39201113921804975,0,4,2
PLY00000180,Standard,1,0.5929124052171594,0.3516611525635742,0,1,1
PLY00000181,Silver,0,0.6134195499444907,0.4880304147780082,0,4,3
PLY00000182,Silver,1,0.7141345323801278,0.3617039940384301,0,3,5
PLY00000183,Gold,0,0.7051004185477094,0.4788725360819827,1,3,0
PLY00000185,Standard,0,0.5916811034024314,0.41111797050573917,1,2,0
PLY00000186,Standard,1,0.21341404389177826,0.6802797110036884,1,1,0
PLY00000187,Standard,1,0.14595404330932743,0.7200229688160886,0,5,1
PLY00000188,Standard,1,0.6531941161629833,0.36090239914120686,1,3,0
PLY00000189,Gold,1,0.5742043771407845,0.3761769160123708,0,6,4
PLY00000190,Silver,1,0.356274170443786,0.6254414657902124,1,1,0
PLY00000191,Standard,0,0.5334341463851003,0.4833092730169683,0,2,2
PLY00000192,Standard,1,0.37090230751918857,0.5554652660949173,0,2,1
PLY00000193,Standard,1,0.236382861442374,0.7772019363933688,1,1,0
PLY00000194,Standard,0,0.5213512013714237,0.6510556932014201,0,3,3
PLY00000195,Platinum,1,0.8042295679682373,0.3552368796833355,1,4,0
PLY00000196,Standard,1,0.4807357379880712,0.5650294199375554,1,4,0
PLY00000197,Silver,1,0.75917506677237,0.36717286220258927,1,4,0
PLY00000198,Standard,1,0.2946085139649115,0.7830771502701225,0,2,1
PLY00000199,Standard,1,0.5017381174135549,0.5666780888467556,1,2,0
PLY00000200,Standard,1,0.7157829341323754,0.29829021937847977,1,5,0
PLY00000201,Platinum,1,0.7546142032288506,0.3283233869725097,0,5,2
PLY00000202,Silver,1,0.5576381725858415,0.5057220168678269,1,3,0
PLY00000203,Silver,1,0.2854921214090448,0.5709181065636945,1,1,0
PLY00000205,Platinum,1,0.9751987787555935,0.1644364736702298,0,6,3
PLY00000206,Standard,0,0.18709218354976692,0.7964910613830763,1,4,0
PLY00000207,Standard,1,0.5288655462135752,0.32766557498434173,0,2,3
PLY00000210,Silver,0,0.7811448156265847,0.2144779355593655,0,6,1
PLY00000211,Standard,1,0.35027553386630067,0.5992682682970703,1,2,0
PLY00000213,Standard,1,0.4550355287440787,0.5667073079125805,1,3,0
PLY00000214,Standard,0,0.1902706648438364,0.6211666762835432,1,4,0
PLY00000216,Standard,1,0.6113384680779155,0.4069813311117911,0,4,2
PLY00000217,Standard,1,0.7774410820316447,0.3929625165569642,1,6,0
PLY00000218,Gold,1,0.3849275449155812,0.5809072860888386,1,2,0
PLY00000219,Standard,1,0.1026749666922603,0.8246279332422083,1,1,0
PLY00000220,Standard,0,0.14232093533682452,0.7127302206654459,1,2,0
PLY00000221,Silver,1,0.28083701835914693,0.5901235609314175,0,4,1
PLY00000222,Standard,1,0.3731860848771402,0.6662756857436047,1,4,0
PLY00000223,Standard,1,0.6868609204338123,0.3933665482304485,0,2,4
PLY00000224,Gold,0,0.4763403224243253,0.40762395204946683,0,2,2
PLY00000225,Standard,1,0.5696501230527513,0.38101856107811455,1,3,0
PLY00000226,Standard,1,0.6685866313867024,0.510227125539416,1,4,0
PLY00000227,Standard,1,0.46560135910010825,0.4474007148413233,1,2,0
PLY00000228,Standard,0,0.3826079434029761,0.6704146017542008,1,2,0
PLY00000229,Standard,1,0.4503857804954808,0.4978645193489021,0,4,1
PLY00000230,Standard,1,0.5965497089093573,0.42847198094551364,0,4,3
PLY00000231,Silver,1,0.6363801820766201,0.4174252205844552,1,5,0
PLY00000232,Gold,1,0.5319885082777888,0.29288601426194,0,6,3
PLY00000233,Standard,0,0.464773349067967,0.4062451371117969,0,2,2
PLY00000234,Standard,1,0.37264551971445603,0.6049534056882502,1,4,0
PLY00000235,Standard,0,0.6745901666994573,0.31842753323011597,0,5,2
PLY00000236,Platinum,1,0.521920301866486,0.5511817352699104,0,6,2
PLY00000237,Standard,0,0.4951676089830452,0.37229038330169506,1,2,0
PLY00000238,Standard,1,0.7114613290272362,0.3918320474802073,0,3,6
PLY00000239,Standard,1,0.43506358808269135,0.43140492906006145,0,3,1
PLY00000240,Gold,0,0.36963646636922476,0.5605444648827521,1,4,0
PLY00000241,Standard,1,0.46743649119725716,0.4339597218129438,0,4,1
PLY00000242,Standard,1,0.5709822152111409,0.6122677592642749,1,4,0
PLY00000243,Standard,1,0.16693055382058056,0.6351881594579603,1,1,0
PLY00000245,Silver,1,0.5481352374514731,0.44768383983622617,0,4,2
PLY00000246,Standard,0,0.6428363278863651,0.2659939997991431,1,5,0
PLY00000247,Gold,1,0.5894347014200869,0.5593621310107606,1,4,0
PLY00000248,Standard,1,0.6344965357693226,0.4348068581603835,1,4,0
PLY00000249,Standard,0,0.4842478249846226,0.5302093391754089,0,1,2
PLY00000250,Silver,1,0.6407600850374596,0.5165417782686954,1,4,0
PLY00000252,Standard,1,0.46545269499145747,0.5410243515501524,1,3,0
PLY00000255,Silver,1,0.32617062640021827,0.6425684709782539,1,5,0
PLY00000256,Gold,1,0.3591550735222767,0.6052002872511378,1,3,0
PLY00000257,Standard,0,0.3702532974779902,0.6497634195870289,1,3,0
PLY00000258,Standard,1,0.434614794506389,0.508641737459211,0,7,2
PLY00000259,Standard,1,0.3269875331822817,0.6130586473944741,1,1,0
PLY00000260,Gold,1,0.7479921185598662,0.37255792155315015,0,3,2
PLY00000261,Standard,1,0.5665473333250637,0.4754226149028057,1,4,0
PLY00000262,Standard,1,0.4650029846784617,0.51855535647637,0,2,1
PLY00000263,Standard,1,0.528191305010603,0.3615446221274047,0,2,4
PLY00000264,Gold,0,0.605404349978561,0.5428531909106643,1,6,0
PLY00000265,Standard,1,0.41181069970193884,0.5112402127951887,0,3,2
PLY00000266,Silver,1,0.5478880163804873,0.5446245918713913,1,1,0
PLY00000267,Gold,0,0.7180184364774621,0.3465039086132456,0,3,6
PLY00000268,Silver,1,0.47146449196913653,0.4046385782226878,0,1,3
PLY00000269,Standard,1,0.4920968912762951,0.6153603001845296,1,3,0
PLY00000270,Standard,1,0.32051581545220165,0.6556607153648442,0,1,1
PLY00000271,Standard,1,0.6248480797353513,0.5235037228688696,0,5,1
PLY00000272,Standard,1,0.28430426723836455,0.6460060255753292,1,2,0
PLY00000273,Standard,1,0.3571252862272524,0.6658970294204649,1,1,0
PLY00000274,Silver,1,0.63989059289289,0.2565361034031102,0,3,3
PLY00000275,Standard,1,0.37914929844329215,0.5500862255240418,1,3,0
PLY00000276,Standard,1,0.37958377390659565,0.4823128389364846,0,2,1
PLY00000277,Silver,1,0.6551605282393451,0.3486646748667495,0,4,3
PLY00000279,Standard,0,0.3348947843417867,0.6667906187003577,1,4,0
PLY00000280,Standard,1,0.5022494194183776,0.44745379944090635,0,2,2
PLY00000281,Standard,0,0.19517891538869053,0.7785176983407849,1,1,0
PLY00000282,Silver,1,0.5442402149028556,0.3881139522789919,1,5,0
PLY00000283,Standard,1,0.48974580152711833,0.5862800110290796,1,2,0
PLY00000284,Standard,1,0.5835563664095144,0.5525719950005753,0,1,5
PLY00000285,Standard,1,0.38199124527089584,0.6730826732005415,1,1,0
PLY00000286,Gold,1,0.5238977181814157,0.4398294608913293,0,6,1
PLY00000287,Standard,1,0.3869920091258991,0.4032998521293782,1,5,0
PLY00000288,Silver,0,0.6914990175864276,0.405327957187998,1,3,0
PLY00000289,Silver,1,0.3400522962000427,0.6043224608132935,1,2,0
PLY00000290,Platinum,1,0.9768132935647067,0.1331698034352367,0,4,4
PLY00000291,Silver,0,0.44957573855245997,0.48902584387469733,1,3,0
PLY00000294,Standard,0,0.43956426221576084,0.670705545206734,1,2,0
PLY00000295,Platinum,1,0.6689174966707196,0.2709580160282887,1,1,0
PLY00000296,Standard,1,0.07125852818541191,0.8144320233410234,1,2,0
PLY00000297,Gold,0,0.3730417669697404,0.6064723897477828,1,2,0
PLY00000298,Silver,1,0.4209270255407181,0.5238785439055559,0,1,2
PLY00000299,Standard,1,0.45096858587758964,0.594507813301609,0,4,3
PLY00000300,Standard,0,0.14534296279898484,0.8426381645230935,1,2,0
PLY00000301,Standard,0,0.550444843963158,0.44214854907917844,1,4,0
PLY00000302,Standard,1,0.5374116949842548,0.45221652152825575,0,5,4
PLY00000303,Platinum,1,0.98,0.2103565970221083,0,6,6
PLY00000304,Silver,1,0.6123272700644248,0.4895732152826067,1,2,0
PLY00000305,Standard,0,0.15400210222794003,0.7379993705993171,1,1,0
PLY00000306,Standard,1,0.6751136784997436,0.3467224378179249,1,3,0
PLY00000307,Standard,0,0.33874194624964005,0.4355261499037798,1,1,0
PLY00000308,Standard,1,0.7311849890812573,0.2748969792002296,0,4,1
PLY00000309,Standard,1,0.19125765857867671,0.6342295620176196,0,1,1
PLY00000310,Standard,1,0.3995021735684908,0.6349790180834358,0,2,3
PLY00000311,Standard,1,0.4635576138326189,0.5083200434032753,0,2,2
PLY00000312,Gold,0,0.5247789538857697,0.4487720449498822,1,2,0
PLY00000313,Standard,0,0.36656171118685854,0.6055911647673432,0,3,2
PLY00000314,Gold,0,0.6730192995901108,0.2966564709081859,1,3,0
PLY00000315,Silver,1,0.7487397979030851,0.4413907023665579,1,3,0
PLY00000316,Standard,1,0.5488600112659969,0.5775795007038559,0,7,2
PLY00000317,Gold,0,0.7750478945595989,0.42468775965764016,1,5,0
PLY00000318,Silver,1,0.5834662663362097,0.49103194152534496,1,3,0
PLY00000319,Silver,1,0.5972550564485978,0.41886235969016783,0,4,1
PLY00000320,Silver,1,0.7707097547819654,0.4302063020544681,1,5,0
PLY00000322,Standard,1,0.18366931576564965,0.6756758990353929,1,1,0
PLY00000323,Standard,1,0.33784827234008735,0.5491259070657616,1,1,0
PLY00000324,Standard,1,0.5203282464294385,0.4341275826090014,0,4,2
PLY00000325,Gold,1,0.8704004640648452,0.2698829589248902,0,4,6
PLY00000326,Standard,1,0.40014751593409126,0.5113263767158133,0,1,4
PLY00000327,Standard,1,0.4028705513044881,0.5620200205364309,1,2,0
PLY00000328,Standard,1,0.34492631325397916,0.4799670776944486,0,1,2
PLY00000329,Standard,1,0.6256534920170757,0.44834521216042567,0,6,3
PLY00000330,Standard,0,0.41039967793259824,0.4420848158885198,1,2,0
PLY00000331,Standard,1,0.6737145753456198,0.2997295973309791,1,2,0
PLY00000332,Silver,0,0.48800683222645713,0.6129163528172544,1,3,0
PLY00000333,Standard,1,0.49707807309727997,0.6057598282640873,1,3,0
PLY00000334,Silver,1,0.5669927743388932,0.47656259350042934,0,3,3
PLY00000335,Standard,1,0.4386349747579832,0.5722765668683671,1,2,0
PLY00000337,Gold,1,0.7043206374611518,0.297859041331605,0,4,5
PLY00000338,Gold,1,0.47194930068314145,0.44189824804624966,0,4,1
PLY00000339,Gold,1,0.5157250048253287,0.444419183447766,1,2,0
PLY00000340,Gold,1,0.36194957123899063,0.4607744821394062,1,2,0
PLY00000341,Silver,1,0.26987630761503756,0.6834634051709192,1,4,0
PLY00000342,Silver,1,0.29071948628683053,0.6535988891671174,1,1,0
PLY00000343,Standard,0,0.2450575381890343,0.6167738322629867,1,1,0
PLY00000344,Standard,1,0.5030083616429551,0.6335236098694467,1,2,0
PLY00000345,Platinum,1,0.4733203260360353,0.554110461042717,1,1,0
PLY00000347,Standard,1,0.36049902741795337,0.662649243864306,1,2,0
PLY00000348,Silver,1,0.4937632924911167,0.4570940291281253,0,1,4
PLY00000349,Silver,1,0.24038445264458916,0.6837073088132635,1,1,0
PLY00000350,Standard,1,0.31689681573147976,0.6868739876853875,1,2,0
PLY00000351,Standard,1,0.3866373861689659,0.6003034877924509,1,1,0
PLY00000352,Standard,1,0.2866817746659046,0.7718498131047707,0,3,1
PLY00000353,Silver,1,0.6844528207433465,0.3419971739359283,1,5,0
PLY00000354,Silver,1,0.3727988330090128,0.5475725072669667,0,2,3
PLY00000355,Standard,1,0.4757476540083593,0.5752876748504708,0,6,3
PLY00000356,Standard,1,0.05,0.7185688023163674,0,2,1
PLY00000357,Standard,0,0.35950253633941,0.6850377574683713,1,3,0
PLY00000358,Silver,1,0.8026345229934431,0.1980090756393981,0,3,2
PLY00000359,Standard,0,0.16627919250344225,0.7801178189482444,0,3,1
PLY00000360,Standard,1,0.4827100140506389,0.4584308524494963,0,5,1
PLY00000361,Silver,1,0.7038877127140356,0.3833027508362653,0,3,3
PLY00000362,Standard,0,0.605596041042426,0.505125346955945,1,4,0
PLY00000363,Standard,1,0.343590521691303,0.6314043745465872,1,3,0
PLY00000364,Silver,1,0.42200004756807885,0.44955533635088285,0,2,2
PLY00000365,Platinum,1,0.5777655280761066,0.34806486919524815,0,3,2
PLY00000366,Silver,1,0.27915913657617974,0.5982152001309918,0,1,1
PLY00000367,Standard,0,0.46862593234243066,0.3675919120373138,0,2,4
PLY00000368,Platinum,1,0.5260487479151236,0.5593855130896445,1,1,0
PLY00000370,Silver,1,0.4959527058260817,0.5075948913585877,1,3,0
PLY00000371,Silver,1,0.3449879247730628,0.5137104405404188,0,3,1
PLY00000372,Platinum,0,0.45279571740465113,0.6443876520835276,0,5,3
PLY00000373,Standard,1,0.08379554692297636,0.7371986065796144,1,2,0
PLY00000374,Silver,1,0.5439614406119011,0.4832857243947293,0,2,1
PLY00000376,Standard,0,0.26843986500103956,0.6088340215981156,1,1,0
PLY00000377,Gold,1,0.7914799853160405,0.1619344074927663,1,7,0
PLY00000378,Standard,1,0.2804082616768667,0.5497598913017899,0,2,2
PLY00000379,Silver,1,0.388297621883886,0.5407148005902781,1,3,0
PLY00000380,Standard,1,0.515760906750299,0.5680336919833777,0,1,1
PLY00000381,Platinum,1,0.7914916185663297,0.30063774190379616,0,4,5
PLY00000382,Silver,0,0.706372191028415,0.3581590457710773,1,3,0
PLY00000383,Standard,1,0.1466858590386257,0.5942585746021426,0,1,1
PLY00000384,Standard,1,0.6223412345033559,0.5197121244149531,1,5,0
PLY00000385,Standard,1,0.5915849912303185,0.45176390145400347,0,3,4
PLY00000386,Standard,1,0.6058062850737871,0.4116846781127356,1,3,0
PLY00000387,Gold,1,0.36506708936064064,0.681222034198722,1,3,0
PLY00000388,Silver,0,0.34767578535003674,0.7105820751227886,1,2,0
PLY00000389,Gold,1,0.5022722007368803,0.5862965664041856,1,1,0
PLY00000390,Standard,1,0.18518945931714673,0.7070691460278202,1,4,0
PLY00000391,Standard,1,0.6611813432126046,0.3025213831995889,0,3,2
PLY00000392,Standard,1,0.6041809480334233,0.5089668208993507,0,5,1
PLY00000393,Platinum,1,0.6500119403100649,0.2666266654692491,0,5,5
PLY00000394,Standard,1,0.6118425619115528,0.5861131044712723,1,2,0
PLY00000396,Standard,1,0.3482574533418443,0.6177749374439175,1,2,0
PLY00000397,Gold,1,0.6111805220589348,0.31888294601302997,1,1,0
PLY00000398,Silver,1,0.4690391742496346,0.411631850020306,0,2,1
PLY00000399,Standard,0,0.2988718650516638,0.5476745109510964,1,3,0
PLY00000400,Standard,1,0.5215874264832253,0.49769635794467676,1,2,0
PLY00000401,Gold,0,0.36572365792020123,0.5929817338889067,1,1,0
PLY00000402,Silver,0,0.32527367454647793,0.5243164350040804,1,2,0
PLY00000403,Gold,0,0.6545383484388803,0.3481680567537499,0,4,2
PLY00000404,Standard,0,0.20087023844156787,0.6126745029914581,1,2,0
PLY00000405,Gold,1,0.7198278822979101,0.3745562492813043,0,5,3
