activity_date,machine_id,location_id,manufacturer,game_title,game_category,software_version,transaction_count,session_count,unique_player_count,total_wager,total_payout,jackpot_amount,net_gaming_revenue,actual_hold_pct,event_count,downtime_minutes,critical_event_count,investigation_count,active_minutes,availability_pct,revenue_per_active_hour,revenue_z_score,wager_z_score,downtime_z_score,rule_based_anomaly_flag
2025-01-02,MCH000031,LOC0002,Aristocrat,Game 013,Video Poker,v5.1,13,1,1,412.01,405.98,0.0,6.03,0.0146,0,0,0,0,1440,1.0,0.25,0.4046,4.0536,-0.1857,1
2025-01-02,MCH000032,LOC0003,Light & Wonder,Game 016,Video Slots,v5.1,8,1,1,154.68,144.17,0.0,10.51,0.0679,0,0,0,0,1440,1.0,0.44,1.3258,1.0646,-0.1857,0
2025-01-02,MCH000040,LOC0004,Konami,Game 037,Video Slots,v4.1,6,1,1,11.99,11.72,0.0,0.27,0.0225,0,0,0,0,1440,1.0,0.01,-0.7797,-0.5928,-0.1857,0
2025-01-02,MCH000041,LOC0007,Everi,Game 017,Video Slots,v5.0,1,1,1,27.78,24.54,0.0,3.24,0.1166,0,0,0,0,1440,1.0,0.14,-0.169,-0.4094,-0.1857,0
2025-01-02,MCH000052,LOC0001,Light & Wonder,Game 044,Video Slots,v4.1,2,1,1,17.28,14.98,0.0,2.3,0.1331,0,0,0,0,1440,1.0,0.1,-0.3623,-0.5313,-0.1857,0
2025-01-02,MCH000054,LOC0001,Aristocrat,Game 027,Video Poker,v4.2,3,1,1,25.51,24.12,0.0,1.39,0.0545,0,0,0,0,1440,1.0,0.06,-0.5494,-0.4357,-0.1857,0
2025-01-02,MCH000060,LOC0006,Konami,Game 025,Video Poker,v4.2,4,1,1,141.97,124.37,0.0,17.6,0.124,0,0,0,0,1440,1.0,0.73,2.7836,0.917,-0.1857,0
2025-01-02,MCH000064,LOC0007,Aristocrat,Game 026,Video Poker,v4.1,2,1,1,39.12,37.17,0.0,1.95,0.0498,0,0,0,0,1440,1.0,0.08,-0.4343,-0.2776,-0.1857,0
2025-01-02,MCH000067,LOC0010,Light & Wonder,Game 049,Video Slots,v5.0,3,1,1,180.7,166.31,0.0,14.39,0.0796,0,0,0,0,1440,1.0,0.6,2.1236,1.3669,-0.1857,0
2025-01-02,MCH000068,LOC0004,Aristocrat,Game 003,Video Slots,v5.1,3,1,1,22.2,20.57,0.0,1.63,0.0734,0,0,0,0,1440,1.0,0.07,-0.5001,-0.4742,-0.1857,0
2025-01-02,MCH000073,LOC0008,Everi,Game 036,Reel Slots,v4.2,3,1,1,27.43,24.79,0.0,2.64,0.0962,0,0,0,0,1440,1.0,0.11,-0.2924,-0.4134,-0.1857,0
2025-01-02,MCH000075,LOC0009,Konami,Game 018,Reel Slots,v4.1,3,1,1,61.79,58.3,0.0,3.49,0.0565,0,0,0,0,1440,1.0,0.15,-0.1176,-0.0143,-0.1857,0
2025-01-02,MCH000076,LOC0004,Light & Wonder,Game 021,Video Poker,v4.1,3,1,1,15.19,14.21,0.0,0.98,0.0645,0,0,0,0,1440,1.0,0.04,-0.6337,-0.5556,-0.1857,0
2025-01-02,MCH000079,LOC0007,Everi,Game 049,Video Poker,v5.1,5,2,2,29.32,27.73,0.0,1.59,0.0542,1,35,0,1,1405,0.9757,0.07,-0.5083,-0.3915,5.1995,1
2025-01-02,MCH000080,LOC0006,Light & Wonder,Game 027,Video Poker,v4.2,3,1,1,6.85,6.55,0.0,0.3,0.0438,0,0,0,0,1440,1.0,0.01,-0.7735,-0.6525,-0.1857,0
2025-01-02,MCH000081,LOC0005,Konami,Game 002,Reel Slots,v5.0,1,1,1,26.01,22.93,0.0,3.08,0.1184,0,0,0,0,1440,1.0,0.13,-0.2019,-0.4299,-0.1857,0
2025-01-02,MCH000083,LOC0010,Everi,Game 006,Video Poker,v5.1,2,2,2,41.94,36.56,0.0,5.38,0.1283,0,0,0,0,1440,1.0,0.22,0.271,-0.2449,-0.1857,0
2025-01-02,MCH000084,LOC0008,Aristocrat,Game 017,Reel Slots,v5.0,1,1,1,15.86,13.88,0.0,1.98,0.1248,0,0,0,0,1440,1.0,0.08,-0.4281,-0.5478,-0.1857,0
2025-01-02,MCH000085,LOC0006,Light & Wonder,Game 018,Reel Slots,v5.0,1,1,1,34.15,29.42,0.0,4.73,0.1385,0,0,0,0,1440,1.0,0.2,0.1373,-0.3354,-0.1857,0
2025-01-02,MCH000087,LOC0001,IGT,Game 013,Video Slots,v4.2,1,1,1,10.81,9.55,0.0,1.26,0.1166,0,0,0,0,1440,1.0,0.05,-0.5761,-0.6065,-0.1857,0
2025-01-02,MCH000091,LOC0004,IGT,Game 044,Video Poker,v4.1,2,1,1,11.8,10.98,0.0,0.82,0.0695,0,0,0,0,1440,1.0,0.03,-0.6666,-0.595,-0.1857,0
2025-01-02,MCH000094,LOC0008,Aristocrat,Game 012,Video Poker,v5.0,2,1,1,8.15,13.34,0.0,-5.19,-0.6368,0,0,0,0,1440,1.0,-0.22,-1.9024,-0.6374,-0.1857,0
2025-01-02,MCH000095,LOC0009,Konami,Game 028,Video Poker,v5.0,7,1,1,58.67,54.31,0.0,4.36,0.0743,0,0,0,0,1440,1.0,0.18,0.0613,-0.0506,-0.1857,0
2025-01-03,MCH000002,LOC0001,Aristocrat,Game 022,Reel Slots,v4.2,4,1,1,21.18,18.14,0.0,3.04,0.1435,0,0,0,0,1440,1.0,0.13,-0.0924,-0.655,-0.2132,0
2025-01-03,MCH000005,LOC0007,IGT,Game 041,Video Poker,v5.0,3,1,1,9.32,8.3,0.0,1.02,0.1094,0,0,0,0,1440,1.0,0.04,-0.3572,-0.8519,-0.2132,0
2025-01-03,MCH000015,LOC0001,IGT,Game 041,Video Slots,v5.1,1,1,1,114.25,105.76,0.0,8.49,0.0743,0,0,0,0,1440,1.0,0.35,0.6219,0.8899,-0.2132,0
2025-01-03,MCH000017,LOC0002,Everi,Game 050,Video Poker,v5.0,4,1,1,27.36,25.63,0.0,1.73,0.0632,0,0,0,0,1440,1.0,0.07,-0.2641,-0.5524,-0.2132,0
2025-01-03,MCH000035,LOC0001,Aristocrat,Game 001,Reel Slots,v5.0,13,2,2,162.05,151.75,0.0,10.3,0.0636,0,0,0,0,1440,1.0,0.43,0.8592,1.6834,-0.2132,0
2025-01-03,MCH000039,LOC0009,IGT,Game 005,Video Poker,v4.1,1,1,1,16.64,14.96,0.0,1.68,0.101,0,0,0,0,1440,1.0,0.07,-0.2707,-0.7304,-0.2132,0
2025-01-03,MCH000043,LOC0010,Everi,Game 005,Video Poker,v4.2,7,2,2,36.83,34.17,0.0,2.66,0.0722,0,0,0,0,1440,1.0,0.11,-0.1422,-0.3952,-0.2132,0
2025-01-03,MCH000048,LOC0005,IGT,Game 041,Reel Slots,v5.0,1,1,1,15.96,15.71,0.0,0.25,0.0157,0,0,0,0,1440,1.0,0.01,-0.4581,-0.7417,-0.2132,0
2025-01-03,MCH000050,LOC0007,Everi,Game 008,Video Slots,v4.2,6,1,1,120.93,109.07,0.0,11.86,0.0981,0,0,0,0,1440,1.0,0.49,1.0637,1.0008,-0.2132,0
2025-01-03,MCH000051,LOC0006,Everi,Game 028,Video Slots,v4.1,1,1,1,33.44,29.73,0.0,3.71,0.1109,0,0,0,0,1440,1.0,0.15,-0.0046,-0.4515,-0.2132,0
2025-01-03,MCH000054,LOC0001,Aristocrat,Game 027,Video Poker,v4.2,4,1,1,9.11,7.87,0.0,1.24,0.1361,0,0,0,0,1440,1.0,0.05,-0.3283,-0.8554,-0.2132,0
2025-01-03,MCH000057,LOC0007,Light & Wonder,Game 005,Reel Slots,v5.0,3,2,2,41.95,37.35,0.0,4.6,0.1097,1,0,0,0,1440,1.0,0.19,0.1121,-0.3102,-0.2132,0
2025-01-03,MCH000068,LOC0004,Aristocrat,Game 003,Video Slots,v5.1,4,1,1,189.39,178.65,0.0,10.74,0.0567,0,0,0,0,1440,1.0,0.45,0.9169,2.1373,-0.2132,0
2025-01-03,MCH000074,LOC0008,Konami,Game 049,Video Slots,v5.0,5,1,1,6.4,5.69,0.0,0.71,0.1109,0,0,0,0,1440,1.0,0.03,-0.3978,-0.9004,-0.2132,0
2025-01-03,MCH000075,LOC0009,Konami,Game 018,Reel Slots,v4.1,2,1,1,63.09,87.06,0.0,-23.97,-0.3799,2,20,0,0,1420,0.9861,-1.01,-3.6327,0.0407,4.4772,1
2025-01-03,MCH000076,LOC0004,Light & Wonder,Game 021,Video Poker,v4.1,2,1,1,197.37,180.17,0.0,17.2,0.0871,0,0,0,0,1440,1.0,0.72,1.7636,2.2698,-0.2132,0
2025-01-03,MCH000077,LOC0004,Konami,Game 046,Video Slots,v4.1,2,1,1,48.18,43.02,0.0,5.16,0.1071,0,0,0,0,1440,1.0,0.22,0.1855,-0.2068,-0.2132,0
2025-01-03,MCH000083,LOC0010,Everi,Game 006,Video Poker,v5.1,2,1,1,5.48,4.91,0.0,0.57,0.104,0,0,0,0,1440,1.0,0.02,-0.4162,-0.9156,-0.2132,0
2025-01-03,MCH000090,LOC0001,Light & Wonder,Game 026,Video Poker,v4.2,5,1,1,97.69,89.61,0.0,8.08,0.0827,0,0,0,0,1440,1.0,0.34,0.5682,0.6151,-0.2132,0
2025-01-03,MCH000092,LOC0010,IGT,Game 035,Reel Slots,v5.0,3,1,1,25.07,21.41,0.0,3.66,0.146,0,0,0,0,1440,1.0,0.15,-0.0111,-0.5905,-0.2132,0
2025-01-03,MCH000096,LOC0004,IGT,Game 029,Video Slots,v5.1,5,1,1,19.74,17.54,0.0,2.2,0.1114,0,0,0,0,1440,1.0,0.09,-0.2025,-0.6789,-0.2132,0
2025-01-03,MCH000100,LOC0004,Konami,Game 029,Video Slots,v4.1,1,1,1,72.63,65.17,0.0,7.46,0.1027,0,0,0,0,1440,1.0,0.31,0.4869,0.1991,-0.2132,0
2025-01-04,MCH000008,LOC0006,Aristocrat,Game 045,Video Poker,v4.1,3,2,2,63.95,58.08,0.0,5.87,0.0918,0,0,0,0,1440,1.0,0.24,-0.2944,-0.2615,-0.2772,0
2025-01-04,MCH000010,LOC0009,Aristocrat,Game 050,Video Slots,v4.2,2,1,1,107.56,98.96,0.0,8.6,0.08,0,0,0,0,1440,1.0,0.36,-0.0991,0.1223,-0.2772,0
2025-01-04,MCH000012,LOC0008,Konami,Game 010,Reel Slots,v4.2,2,1,1,42.17,39.42,0.0,2.75,0.0652,0,0,0,0,1440,1.0,0.11,-0.5176,-0.4532,-0.2772,0
2025-01-04,MCH000016,LOC0007,Konami,Game 034,Reel Slots,v4.1,4,1,1,178.63,154.11,0.0,24.52,0.1373,0,0,0,0,1440,1.0,1.02,1.0399,0.7477,-0.2772,0
2025-01-04,MCH000020,LOC0003,Everi,Game 039,Reel Slots,v5.1,2,1,1,41.19,38.29,0.0,2.9,0.0704,1,16,0,0,1424,0.9889,0.12,-0.5069,-0.4618,5.0443,1
2025-01-04,MCH000024,LOC0007,Light & Wonder,Game 034,Reel Slots,v4.1,8,4,4,56.99,51.35,0.0,5.64,0.099,0,0,0,0,1440,1.0,0.24,-0.3108,-0.3228,-0.2772,0
2025-01-04,MCH000027,LOC0002,Everi,Game 018,Video Poker,v5.1,8,1,1,70.84,63.04,0.0,7.8,0.1101,0,0,0,0,1440,1.0,0.33,-0.1563,-0.2009,-0.2772,0
2025-01-04,MCH000028,LOC0003,Everi,Game 016,Reel Slots,v5.1,2,1,1,8.65,7.51,0.0,1.14,0.1318,0,0,0,0,1440,1.0,0.05,-0.6328,-0.7482,-0.2772,0
2025-01-04,MCH000030,LOC0001,IGT,Game 026,Video Poker,v5.0,10,1,1,250.03,237.41,0.0,12.62,0.0505,0,0,0,0,1440,1.0,0.53,0.1885,1.3761,-0.2772,0
2025-01-04,MCH000034,LOC0004,Aristocrat,Game 032,Reel Slots,v4.2,1,1,1,25.3,22.81,0.0,2.49,0.0984,0,0,0,0,1440,1.0,0.1,-0.5362,-0.6017,-0.2772,0
2025-01-04,MCH000037,LOC0005,Aristocrat,Game 038,Video Poker,v4.1,5,2,2,35.96,33.16,0.0,2.8,0.0779,0,0,0,0,1440,1.0,0.12,-0.514,-0.5079,-0.2772,0
2025-01-04,MCH000043,LOC0010,Everi,Game 005,Video Poker,v4.2,5,1,1,234.85,223.49,0.0,11.36,0.0484,0,0,0,0,1440,1.0,0.47,0.0984,1.2425,-0.2772,0
2025-01-04,MCH000048,LOC0005,IGT,Game 041,Reel Slots,v5.0,1,1,1,12.73,11.0,0.0,1.73,0.1359,0,0,0,0,1440,1.0,0.07,-0.5906,-0.7123,-0.2772,0
2025-01-04,MCH000051,LOC0006,Everi,Game 028,Video Slots,v4.1,19,4,4,322.25,283.94,0.0,38.31,0.1189,0,0,0,0,1440,1.0,1.6,2.0265,2.0117,-0.2772,0
2025-01-04,MCH000054,LOC0001,Aristocrat,Game 027,Video Poker,v4.2,3,2,2,82.25,74.78,0.0,7.47,0.0908,0,0,0,0,1440,1.0,0.31,-0.1799,-0.1005,-0.2772,0
2025-01-04,MCH000057,LOC0007,Light & Wonder,Game 005,Reel Slots,v5.0,4,1,1,19.67,17.33,0.0,2.34,0.119,0,0,0,0,1440,1.0,0.1,-0.5469,-0.6512,-0.2772,0
2025-01-04,MCH000058,LOC0007,Everi,Game 002,Video Slots,v5.0,22,3,3,519.22,466.55,0.0,52.67,0.1014,0,0,0,0,1440,1.0,2.19,3.0539,3.7451,-0.2772,1
2025-01-04,MCH000066,LOC0009,Konami,Game 043,Video Slots,v5.0,4,2,2,136.09,119.86,0.0,16.23,0.1193,0,0,0,0,1440,1.0,0.68,0.4468,0.3733,-0.2772,0
2025-01-04,MCH000067,LOC0010,Light & Wonder,Game 049,Video Slots,v5.0,3,1,1,24.09,23.04,0.0,1.05,0.0436,1,1,0,0,1439,0.9993,0.04,-0.6392,-0.6123,0.0554,0
2025-01-04,MCH000074,LOC0008,Konami,Game 049,Video Slots,v5.0,6,1,1,38.09,35.24,0.0,2.85,0.0748,0,0,0,0,1440,1.0,0.12,-0.5104,-0.4891,-0.2772,0
2025-01-04,MCH000075,LOC0009,Konami,Game 018,Reel Slots,v4.1,4,1,1,123.76,72.42,0.0,51.34,0.4148,1,1,0,0,1439,0.9993,2.14,2.9587,0.2648,0.0554,0
2025-01-04,MCH000080,LOC0006,Light & Wonder,Game 027,Video Poker,v4.2,5,1,1,165.73,152.28,0.0,13.45,0.0812,1,3,0,0,1437,0.9979,0.56,0.2479,0.6342,0.7206,0
2025-01-04,MCH000082,LOC0007,Aristocrat,Game 009,Video Poker,v4.1,1,1,1,22.23,20.32,0.0,1.91,0.0859,0,0,0,0,1440,1.0,0.08,-0.5777,-0.6287,-0.2772,0
2025-01-04,MCH000085,LOC0006,Light & Wonder,Game 018,Reel Slots,v5.0,5,1,1,69.26,62.95,0.0,6.31,0.0911,0,0,0,0,1440,1.0,0.26,-0.2629,-0.2148,-0.2772,0
2025-01-04,MCH000087,LOC0001,IGT,Game 013,Video Slots,v4.2,2,1,1,4.5,4.44,0.0,0.06,0.0133,0,0,0,0,1440,1.0,0.0,-0.71,-0.7847,-0.2772,0
2025-01-04,MCH000089,LOC0003,Everi,Game 050,Video Slots,v5.0,3,1,1,3.0,2.73,0.0,0.27,0.09,0,0,0,0,1440,1.0,0.01,-0.695,-0.7979,-0.2772,0
2025-01-04,MCH000090,LOC0001,Light & Wonder,Game 026,Video Poker,v4.2,1,1,1,32.6,29.32,0.0,3.28,0.1006,0,0,0,0,1440,1.0,0.14,-0.4797,-0.5374,-0.2772,0
2025-01-04,MCH000091,LOC0004,IGT,Game 044,Video Poker,v4.1,1,1,1,18.7,16.78,0.0,1.92,0.1027,0,0,0,0,1440,1.0,0.08,-0.577,-0.6598,-0.2772,0
2025-01-04,MCH000098,LOC0006,Light & Wonder,Game 018,Video Poker,v5.0,1,1,1,12.0,11.11,0.0,0.89,0.0742,0,0,0,0,1440,1.0,0.04,-0.6507,-0.7187,-0.2772,0
2025-01-04,MCH000099,LOC0009,Aristocrat,Game 016,Video Poker,v5.1,1,1,1,87.75,78.78,0.0,8.97,0.1022,1,4,0,0,1436,0.9972,0.37,-0.0726,-0.0521,1.0532,0
2025-01-05,MCH000001,LOC0004,Everi,Game 015,Reel Slots,v5.0,2,1,1,32.78,28.93,0.0,3.85,0.1174,0,0,0,0,1440,1.0,0.16,-0.497,-0.6387,-0.2549,0
2025-01-05,MCH000002,LOC0001,Aristocrat,Game 022,Reel Slots,v4.2,3,1,1,130.74,121.94,0.0,8.8,0.0673,0,0,0,0,1440,1.0,0.37,-0.1129,0.1812,-0.2549,0
2025-01-05,MCH000003,LOC0006,IGT,Game 025,Video Slots,v5.0,2,1,1,37.69,36.05,0.0,1.64,0.0435,0,0,0,0,1440,1.0,0.07,-0.6685,-0.5976,-0.2549,0
2025-01-05,MCH000007,LOC0002,Konami,Game 030,Video Poker,v5.0,4,2,2,184.16,165.26,0.0,18.9,0.1026,0,0,0,0,1440,1.0,0.79,0.6709,0.6283,-0.2549,0
2025-01-05,MCH000010,LOC0009,Aristocrat,Game 050,Video Slots,v4.2,6,1,1,130.51,118.28,0.0,12.23,0.0937,0,0,0,0,1440,1.0,0.51,0.1533,0.1793,-0.2549,0
2025-01-05,MCH000011,LOC0006,Konami,Game 005,Video Slots,v5.0,4,1,1,51.59,46.39,0.0,5.2,0.1008,0,0,0,0,1440,1.0,0.22,-0.3923,-0.4813,-0.2549,0
2025-01-05,MCH000013,LOC0009,Everi,Game 048,Video Poker,v5.1,3,1,1,59.26,53.24,0.0,6.02,0.1016,0,0,0,0,1440,1.0,0.25,-0.3286,-0.4171,-0.2549,0
2025-01-05,MCH000016,LOC0007,Konami,Game 034,Reel Slots,v4.1,2,1,1,8.28,7.74,0.0,0.54,0.0652,0,0,0,0,1440,1.0,0.02,-0.7539,-0.8438,-0.2549,0
2025-01-05,MCH000017,LOC0002,Everi,Game 050,Video Poker,v5.0,1,1,1,3.0,2.55,0.0,0.45,0.15,0,0,0,0,1440,1.0,0.02,-0.7609,-0.8879,-0.2549,0
2025-01-05,MCH000023,LOC0003,Light & Wonder,Game 014,Video Poker,v4.2,18,2,2,554.4,496.01,0.0,58.39,0.1053,0,0,0,0,1440,1.0,2.43,3.7353,3.7271,-0.2549,1
2025-01-05,MCH000025,LOC0002,Light & Wonder,Game 038,Video Poker,v4.2,7,1,1,42.8,39.04,0.0,3.76,0.0879,0,0,0,0,1440,1.0,0.16,-0.504,-0.5548,-0.2549,0
2025-01-05,MCH000026,LOC0001,IGT,Game 015,Video Slots,v4.1,8,1,1,83.81,80.03,0.0,3.78,0.0451,0,0,0,0,1440,1.0,0.16,-0.5025,-0.2116,-0.2549,0
2025-01-05,MCH000030,LOC0001,IGT,Game 026,Video Poker,v5.0,4,1,1,16.77,15.3,0.0,1.47,0.0877,0,0,0,0,1440,1.0,0.06,-0.6817,-0.7727,-0.2549,0
2025-01-05,MCH000031,LOC0002,Aristocrat,Game 013,Video Poker,v5.1,5,2,2,149.47,138.39,0.0,11.08,0.0741,0,0,0,0,1440,1.0,0.46,0.064,0.3379,-0.2549,0
2025-01-05,MCH000034,LOC0004,Aristocrat,Game 032,Reel Slots,v4.2,2,1,1,290.58,271.27,0.0,19.31,0.0665,0,0,0,0,1440,1.0,0.8,0.7027,1.519,-0.2549,0
2025-01-05,MCH000037,LOC0005,Aristocrat,Game 038,Video Poker,v4.1,6,1,1,217.94,212.64,0.0,5.3,0.0243,0,0,0,0,1440,1.0,0.22,-0.3845,0.911,-0.2549,0
2025-01-05,MCH000042,LOC0007,Aristocrat,Game 030,Reel Slots,v4.1,1,1,1,14.47,13.67,0.0,0.8,0.0553,0,0,0,0,1440,1.0,0.03,-0.7337,-0.7919,-0.2549,0
2025-01-05,MCH000043,LOC0010,Everi,Game 005,Video Poker,v4.2,7,2,2,254.11,228.63,0.0,25.48,0.1003,0,0,0,0,1440,1.0,1.06,1.1815,1.2137,-0.2549,0
2025-01-05,MCH000050,LOC0007,Everi,Game 008,Video Slots,v4.2,3,1,1,99.51,84.21,0.0,15.3,0.1538,0,0,0,0,1440,1.0,0.64,0.3915,-0.0802,-0.2549,0
2025-01-05,MCH000051,LOC0006,Everi,Game 028,Video Slots,v4.1,3,1,1,68.81,64.83,0.0,3.98,0.0578,0,0,0,0,1440,1.0,0.17,-0.4869,-0.3371,-0.2549,0
2025-01-05,MCH000052,LOC0001,Light & Wonder,Game 044,Video Slots,v4.1,11,1,1,112.2,93.94,0.0,18.26,0.1627,0,0,0,0,1440,1.0,0.76,0.6212,0.026,-0.2549,0
2025-01-05,MCH000053,LOC0009,Konami,Game 016,Video Slots,v4.2,1,1,1,77.13,71.85,0.0,5.28,0.0685,0,0,0,0,1440,1.0,0.22,-0.3861,-0.2675,-0.2549,0
2025-01-05,MCH000058,LOC0007,Everi,Game 002,Video Slots,v5.0,8,3,3,83.28,72.07,0.0,11.21,0.1346,0,0,0,0,1440,1.0,0.47,0.0741,-0.216,-0.2549,0
2025-01-05,MCH000062,LOC0006,Everi,Game 043,Video Slots,v5.0,1,1,1,23.26,21.59,0.0,1.67,0.0718,3,23,0,0,1417,0.984,0.07,-0.6662,-0.7184,4.9835,1
2025-01-05,MCH000066,LOC0009,Konami,Game 043,Video Slots,v5.0,3,2,2,88.04,80.53,0.0,7.51,0.0853,1,3,0,0,1437,0.9979,0.31,-0.213,-0.1762,0.4284,0
2025-01-05,MCH000071,LOC0002,Konami,Game 012,Video Poker,v5.1,1,1,1,16.34,16.49,0.0,-0.15,-0.0092,0,0,0,0,1440,1.0,-0.01,-0.8074,-0.7763,-0.2549,0
2025-01-05,MCH000073,LOC0008,Everi,Game 036,Reel Slots,v4.2,3,1,1,50.2,47.48,0.0,2.72,0.0542,0,0,0,0,1440,1.0,0.11,-0.5847,-0.4929,-0.2549,0
2025-01-05,MCH000074,LOC0008,Konami,Game 049,Video Slots,v5.0,11,2,2,488.0,434.48,0.0,53.52,0.1097,0,0,0,0,1440,1.0,2.23,3.3574,3.1713,-0.2549,1
2025-01-05,MCH000076,LOC0004,Light & Wonder,Game 021,Video Poker,v4.1,2,1,1,11.51,10.81,0.0,0.7,0.0608,0,0,0,0,1440,1.0,0.03,-0.7415,-0.8167,-0.2549,0
