player_id,loyalty_tier,age_band,home_region,marketing_opt_in,session_count,locations_visited,machines_played,total_session_minutes,total_rounds,total_wager,player_net_revenue,average_session_minutes,average_wager_per_session,days_since_last_session
PLY00000075,Platinum,50-59,West,True,10,7,10,402,660,4541.54,454.64,40.2,454.15,20
PLY00000076,Standard,60+,Northeast,True,1,1,1,33,50,40.89,5.12,33.0,40.89,185
PLY00000078,Standard,30-39,Southwest,True,8,5,8,255,365,1063.56,137.59,31.88,132.95,17
PLY00000079,Silver,60+,Southeast,True,9,7,9,443,644,2657.75,275.41,49.22,295.31,1
PLY00000080,Standard,40-49,Southwest,True,4,3,4,178,249,968.73,147.69,44.5,242.18,4
PLY00000081,Standard,50-59,Northeast,True,2,2,2,27,44,66.81,7.26,13.5,33.41,207
PLY00000082,Standard,50-59,Midwest,True,7,5,7,156,218,476.7,41.31,22.29,68.1,35
PLY00000083,Gold,50-59,West,False,3,2,3,40,57,117.29,12.38,13.33,39.1,248
PLY00000084,Standard,21-29,Southwest,True,2,2,2,26,32,99.05,11.26,13.0,49.53,320
PLY00000087,Standard,50-59,Midwest,True,3,3,3,108,155,190.48,20.61,36.0,63.49,331
PLY00000088,Gold,50-59,Northeast,True,10,7,9,833,1577,16628.59,1258.46,83.3,1662.86,7
PLY00000089,Silver,21-29,Northeast,False,6,6,6,372,589,1751.86,125.66,62.0,291.98,18
PLY00000090,Standard,60+,Southeast,True,2,2,2,26,30,81.01,6.95,13.0,40.51,315
PLY00000091,Standard,30-39,Southeast,True,6,6,6,159,243,407.31,37.11,26.5,67.89,36
PLY00000092,Gold,21-29,Midwest,False,8,6,8,347,572,1931.86,151.69,43.38,241.48,10
PLY00000093,Standard,40-49,Southeast,True,3,2,3,69,60,316.39,45.93,23.0,105.46,52
PLY00000094,Standard,40-49,Southeast,True,1,1,1,6,10,49.06,6.28,6.0,49.06,301
PLY00000095,Standard,30-39,Southwest,True,4,4,4,112,148,140.6,11.15,28.0,35.15,171
PLY00000096,Standard,40-49,West,True,2,2,2,89,135,402.37,31.44,44.5,201.19,277
PLY00000097,Standard,60+,Northeast,False,1,1,1,16,18,30.91,3.52,16.0,30.91,237
PLY00000098,Silver,40-49,Southwest,True,5,4,5,116,141,377.79,39.24,23.2,75.56,11
PLY00000099,Platinum,50-59,Southwest,True,6,5,5,220,322,3293.75,357.93,36.67,548.96,9
PLY00000100,Gold,21-29,Northeast,True,7,4,6,143,201,704.53,51.16,20.43,100.65,25
PLY00000101,Standard,60+,West,True,2,2,2,37,45,90.2,8.73,18.5,45.1,152
PLY00000102,Platinum,60+,Midwest,True,13,9,12,516,905,6064.26,636.88,39.69,466.48,3
PLY00000103,Standard,21-29,West,False,1,1,1,9,8,13.29,1.41,9.0,13.29,291
PLY00000104,Standard,30-39,Southwest,True,5,4,5,159,204,951.85,67.7,31.8,190.37,5
PLY00000105,Standard,21-29,Midwest,True,6,4,5,144,214,412.92,38.43,24.0,68.82,92
PLY00000106,Standard,30-39,Southwest,True,3,3,3,156,174,608.69,81.87,52.0,202.9,34
PLY00000107,Standard,21-29,Midwest,False,5,3,5,94,116,560.87,56.85,18.8,112.17,11
PLY00000108,Silver,60+,West,True,3,3,3,100,145,629.36,27.85,33.33,209.79,56
PLY00000109,Standard,50-59,Northeast,False,1,1,1,10,15,52.73,6.82,10.0,52.73,235
PLY00000110,Standard,60+,West,True,3,3,3,63,88,391.51,42.71,21.0,130.5,209
PLY00000111,Standard,21-29,Midwest,False,1,1,1,17,26,50.05,7.14,17.0,50.05,216
PLY00000112,Silver,60+,Southeast,False,5,3,5,112,159,589.26,71.6,22.4,117.85,212
PLY00000113,Platinum,60+,West,True,3,3,3,46,73,632.19,52.63,15.33,210.73,41
PLY00000114,Silver,40-49,Northeast,True,7,6,7,223,316,956.44,64.77,31.86,136.63,15
PLY00000115,Standard,40-49,Midwest,True,2,2,2,46,63,152.67,10.5,23.0,76.34,269
PLY00000116,Silver,50-59,Northeast,True,2,2,2,16,28,130.22,8.22,8.0,65.11,14
PLY00000117,Standard,60+,Southeast,True,4,4,4,64,77,195.86,15.88,16.0,48.97,32
PLY00000118,Standard,40-49,Midwest,False,3,2,3,33,51,160.86,18.17,11.0,53.62,302
PLY00000119,Standard,21-29,Southeast,True,9,6,8,300,454,2266.9,159.02,33.33,251.88,9
PLY00000120,Silver,40-49,Southwest,True,4,2,4,83,98,504.15,43.33,20.75,126.04,46
PLY00000121,Standard,40-49,Southeast,False,2,2,2,46,61,104.05,7.36,23.0,52.03,13
PLY00000122,Standard,40-49,West,True,2,1,2,52,52,122.54,4.27,26.0,61.27,198
PLY00000123,Standard,50-59,West,True,1,1,1,21,29,31.52,4.5,21.0,31.52,344
PLY00000124,Gold,30-39,Midwest,True,3,3,3,83,121,439.32,26.12,27.67,146.44,141
PLY00000125,Standard,50-59,Southeast,True,5,4,5,168,259,737.26,57.24,33.6,147.45,7
PLY00000126,Standard,60+,Midwest,True,7,5,6,123,166,745.54,72.23,17.57,106.51,199
PLY00000127,Standard,21-29,Southwest,False,3,3,3,74,112,414.28,32.42,24.67,138.09,213
PLY00000128,Silver,60+,Southwest,True,5,3,4,328,508,1934.21,196.14,65.6,386.84,9
PLY00000130,Standard,40-49,Northeast,True,4,4,4,91,132,224.69,21.07,22.75,56.17,18
PLY00000131,Standard,50-59,West,True,5,4,5,155,213,641.24,43.48,31.0,128.25,12
PLY00000132,Silver,30-39,Midwest,False,1,1,1,7,10,8.04,0.8,7.0,8.04,262
PLY00000133,Silver,60+,West,True,3,2,3,78,103,614.29,41.28,26.0,204.76,253
PLY00000134,Standard,30-39,Southeast,True,2,2,2,51,71,109.63,9.46,25.5,54.82,8
PLY00000135,Standard,30-39,Northeast,True,3,1,3,57,55,151.37,6.35,19.0,50.46,22
PLY00000136,Standard,60+,West,True,4,4,4,83,102,223.5,25.06,20.75,55.88,44
PLY00000137,Silver,60+,Midwest,False,7,6,7,202,343,1005.35,90.28,28.86,143.62,22
PLY00000138,Standard,21-29,Southwest,True,6,4,6,221,407,715.86,24.92,36.83,119.31,25
PLY00000139,Standard,21-29,Midwest,True,4,2,4,123,171,521.56,55.28,30.75,130.39,117
PLY00000140,Standard,21-29,Midwest,False,1,1,1,15,21,121.39,3.59,15.0,121.39,287
PLY00000141,Gold,21-29,West,True,8,5,8,267,444,1941.69,180.08,33.38,242.71,15
PLY00000142,Silver,21-29,Southwest,False,1,1,1,18,24,166.58,0.42,18.0,166.58,356
PLY00000144,Standard,40-49,Northeast,True,3,2,3,28,33,42.38,3.18,9.33,14.13,247
PLY00000145,Standard,50-59,Southwest,True,10,7,10,440,615,1489.05,144.74,44.0,148.91,4
PLY00000146,Standard,40-49,Southwest,True,5,3,5,150,223,516.41,26.87,30.0,103.28,257
PLY00000147,Silver,40-49,Northeast,True,6,4,6,220,286,638.89,66.4,36.67,106.48,7
PLY00000148,Standard,40-49,West,False,3,2,3,53,74,336.32,28.8,17.67,112.11,318
PLY00000149,Silver,30-39,Midwest,True,5,4,5,170,249,761.29,59.98,34.0,152.26,3
PLY00000150,Silver,30-39,West,True,6,5,6,230,331,876.53,93.88,38.33,146.09,39
PLY00000151,Silver,40-49,Southeast,True,2,1,2,51,50,194.42,19.47,25.5,97.21,216
PLY00000152,Silver,60+,Northeast,True,1,1,1,16,19,23.52,1.17,16.0,23.52,256
PLY00000153,Standard,40-49,Midwest,True,2,2,2,14,12,42.84,4.16,7.0,21.42,260
PLY00000154,Gold,50-59,Southeast,True,7,5,6,222,341,1274.56,149.18,31.71,182.08,9
PLY00000155,Standard,21-29,West,False,2,2,2,78,103,108.37,10.82,39.0,54.19,2
PLY00000156,Gold,21-29,Midwest,False,6,5,6,163,199,1171.77,83.32,27.17,195.3,0
PLY00000157,Silver,30-39,Southeast,True,3,3,3,71,83,216.75,19.37,23.67,72.25,26
PLY00000158,Silver,30-39,Southwest,True,4,3,4,96,145,578.74,45.9,24.0,144.69,23
PLY00000159,Silver,50-59,West,True,3,3,3,88,154,401.4,38.74,29.33,133.8,259
PLY00000160,Standard,60+,Southeast,True,6,5,6,127,170,448.77,35.78,21.17,74.8,204
PLY00000161,Standard,30-39,Midwest,True,3,3,3,87,115,204.73,21.55,29.0,68.24,256
PLY00000162,Standard,40-49,Southwest,True,2,2,2,42,52,100.02,9.43,21.0,50.01,290
PLY00000163,Standard,30-39,West,True,3,3,3,61,82,122.58,11.15,20.33,40.86,30
PLY00000164,Silver,40-49,West,False,1,1,1,8,9,13.38,1.11,8.0,13.38,334
PLY00000165,Standard,21-29,Midwest,True,1,1,1,22,41,264.5,14.66,22.0,264.5,302
PLY00000166,Standard,60+,Southeast,False,1,1,1,10,9,20.11,1.61,10.0,20.11,339
PLY00000167,Gold,50-59,Midwest,False,7,6,7,172,275,1700.52,128.15,24.57,242.93,186
PLY00000168,Standard,40-49,Southeast,True,6,4,5,98,124,210.27,20.68,16.33,35.05,20
PLY00000169,Standard,40-49,Northeast,False,5,3,5,148,218,346.7,40.77,29.6,69.34,13
PLY00000170,Silver,30-39,Northeast,True,5,5,5,194,304,1455.3,176.14,38.8,291.06,18
PLY00000171,Silver,30-39,Southwest,True,2,1,2,44,52,104.95,11.19,22.0,52.48,146
PLY00000172,Standard,40-49,Southeast,False,5,4,5,151,200,347.73,33.09,30.2,69.55,7
PLY00000173,Silver,60+,Southwest,True,4,3,4,55,77,328.23,33.03,13.75,82.06,266
PLY00000174,Standard,21-29,Southeast,True,3,3,3,73,102,145.47,15.96,24.33,48.49,190
PLY00000175,Standard,21-29,Southwest,True,2,2,2,15,23,51.59,5.1,7.5,25.8,306
PLY00000176,Standard,30-39,Southeast,True,3,2,3,118,160,325.89,14.2,39.33,108.63,280
PLY00000177,Standard,60+,Southwest,True,6,5,6,136,257,1028.14,114.15,22.67,171.36,156
PLY00000178,Standard,40-49,Northeast,False,2,2,2,17,17,29.33,2.26,8.5,14.67,303
PLY00000179,Silver,60+,West,True,6,5,6,164,223,601.5,68.62,27.33,100.25,30
PLY00000180,Standard,50-59,Midwest,True,2,2,2,152,219,553.69,31.82,76.0,276.85,12
PLY00000181,Silver,40-49,Southeast,False,7,6,7,187,262,718.88,64.05,26.71,102.7,23
PLY00000182,Silver,40-49,Southeast,True,8,6,8,365,634,3663.18,405.55,45.63,457.9,6
PLY00000183,Gold,30-39,Southwest,False,3,3,3,143,198,1338.73,138.91,47.67,446.24,214
PLY00000185,Standard,30-39,Northeast,False,2,1,2,33,43,183.08,17.58,16.5,91.54,261
PLY00000186,Standard,40-49,West,True,1,1,1,15,14,76.57,6.59,15.0,76.57,346
PLY00000187,Standard,21-29,Southeast,True,6,5,6,103,126,193.95,13.52,17.17,32.33,20
PLY00000188,Standard,40-49,Midwest,True,3,1,2,101,169,401.8,31.98,33.67,133.93,300
PLY00000189,Gold,50-59,Southwest,True,10,6,9,345,513,1329.45,166.88,34.5,132.95,24
PLY00000190,Silver,40-49,West,True,1,1,1,21,37,44.79,3.58,21.0,44.79,354
PLY00000191,Standard,50-59,West,False,4,3,4,74,93,249.97,26.73,18.5,62.49,23
PLY00000192,Standard,21-29,Northeast,True,3,3,3,63,77,338.03,22.43,21.0,112.68,45
PLY00000193,Standard,50-59,Southeast,True,1,1,1,34,31,40.35,2.11,34.0,40.35,195
PLY00000194,Standard,40-49,West,False,6,6,6,182,288,978.53,87.8,30.33,163.09,17
PLY00000195,Platinum,21-29,Northeast,True,4,3,4,156,281,955.42,121.7,39.0,238.86,228
PLY00000196,Standard,30-39,Northeast,True,4,2,4,92,126,234.95,24.23,23.0,58.74,288
PLY00000197,Silver,21-29,Southeast,True,4,3,4,118,200,927.97,122.19,29.5,231.99,89
PLY00000198,Standard,50-59,West,True,3,3,3,115,151,636.44,71.86,38.33,212.15,3
PLY00000199,Standard,40-49,Midwest,True,2,2,2,53,69,359.86,37.48,26.5,179.93,285
PLY00000200,Standard,40-49,Southwest,True,5,4,5,155,251,734.17,52.16,31.0,146.83,279
PLY00000201,Platinum,21-29,Southeast,True,7,6,7,377,619,2081.59,177.6,53.86,297.37,15
PLY00000202,Silver,40-49,Midwest,True,3,2,3,58,85,81.77,7.69,19.33,27.26,205
PLY00000203,Silver,50-59,Southeast,True,1,1,1,8,11,32.13,2.6,8.0,32.13,287
PLY00000205,Platinum,40-49,Northeast,True,9,6,8,323,531,2495.18,214.46,35.89,277.24,9
PLY00000206,Standard,30-39,Southeast,False,4,3,4,88,119,368.31,21.38,22.0,92.08,311
PLY00000207,Standard,30-39,Southeast,True,5,4,5,140,182,386.74,26.36,28.0,77.35,12
PLY00000210,Silver,60+,Southwest,False,7,5,7,212,339,1038.72,89.77,30.29,148.39,23
PLY00000211,Standard,40-49,Northeast,True,2,2,2,51,63,79.63,4.77,25.5,39.82,291
PLY00000213,Standard,21-29,Northeast,True,3,3,3,33,49,163.18,13.59,11.0,54.39,183
PLY00000214,Standard,30-39,Midwest,False,4,3,3,63,64,81.02,5.62,15.75,20.26,289
PLY00000216,Standard,40-49,West,True,6,5,6,187,326,535.99,49.26,31.17,89.33,5
PLY00000217,Standard,60+,Southeast,True,6,4,6,116,206,609.36,37.55,19.33,101.56,190
PLY00000218,Gold,40-49,West,True,2,1,2,14,15,43.28,3.67,7.0,21.64,219
PLY00000219,Standard,60+,Midwest,True,1,1,1,17,13,21.0,1.9,17.0,21.0,320
PLY00000220,Standard,21-29,Southwest,False,2,2,2,21,20,50.89,4.71,10.5,25.45,316
PLY00000221,Silver,40-49,Southwest,True,5,5,5,122,175,560.47,53.0,24.4,112.09,50
PLY00000222,Standard,50-59,Northeast,True,4,3,4,74,96,711.05,69.87,18.5,177.76,235
PLY00000223,Standard,50-59,Southeast,True,6,4,6,153,244,627.43,39.82,25.5,104.57,1
PLY00000224,Gold,40-49,Midwest,False,4,3,4,183,197,1064.05,122.71,45.75,266.01,7
PLY00000225,Standard,60+,Northeast,True,3,3,3,92,141,418.41,38.14,30.67,139.47,277
PLY00000226,Standard,30-39,Southeast,True,4,4,4,102,159,362.41,26.24,25.5,90.6,238
PLY00000227,Standard,60+,Southwest,True,2,2,2,37,52,128.07,11.36,18.5,64.04,234
PLY00000228,Standard,40-49,West,False,2,2,2,26,30,134.49,17.08,13.0,67.25,311
PLY00000229,Standard,60+,Southwest,True,5,5,5,101,121,400.14,32.15,20.2,80.03,21
PLY00000230,Standard,50-59,West,True,7,4,7,144,217,771.31,62.24,20.57,110.19,33
PLY00000231,Silver,21-29,Northeast,True,5,3,5,79,129,169.0,15.16,15.8,33.8,207
PLY00000232,Gold,50-59,Midwest,True,9,5,9,287,413,1925.89,221.13,31.89,213.99,15
PLY00000233,Standard,40-49,Midwest,False,4,4,4,153,192,226.6,29.68,38.25,56.65,27
PLY00000234,Standard,60+,West,True,4,3,4,92,140,229.49,19.92,23.0,57.37,153
PLY00000235,Standard,60+,Southwest,False,7,6,7,107,167,516.05,37.18,15.29,73.72,5
PLY00000236,Platinum,60+,Northeast,True,8,5,8,173,258,1377.24,134.38,21.63,172.16,12
PLY00000237,Standard,40-49,West,False,2,2,2,34,40,80.74,10.13,17.0,40.37,285
PLY00000238,Standard,60+,Southwest,True,9,5,7,353,580,2480.34,216.19,39.22,275.59,12
PLY00000239,Standard,40-49,Southwest,True,4,3,4,138,206,533.93,51.04,34.5,133.48,30
PLY00000240,Gold,30-39,Midwest,False,4,3,4,77,85,233.97,22.2,19.25,58.49,204
PLY00000241,Standard,60+,Midwest,True,5,3,5,125,164,717.01,72.19,25.0,143.4,6
PLY00000242,Standard,50-59,West,True,4,3,4,65,110,395.61,34.26,16.25,98.9,234
PLY00000243,Standard,21-29,Southwest,True,1,1,1,10,13,37.68,3.6,10.0,37.68,324
PLY00000245,Silver,60+,West,True,6,5,6,177,261,1076.9,78.22,29.5,179.48,22
PLY00000246,Standard,60+,West,False,5,4,5,107,166,331.22,31.76,21.4,66.24,194
PLY00000247,Gold,30-39,Northeast,True,4,3,4,209,317,1281.22,71.17,52.25,320.31,273
PLY00000248,Standard,50-59,Midwest,True,4,4,4,66,119,417.51,35.19,16.5,104.38,190
PLY00000249,Standard,60+,West,False,3,3,3,101,143,594.35,17.88,33.67,198.12,26
PLY00000250,Silver,21-29,Southeast,True,4,3,4,111,182,616.98,75.08,27.75,154.25,174
PLY00000252,Standard,60+,Midwest,True,3,3,3,74,93,257.04,21.57,24.67,85.68,269
PLY00000255,Silver,30-39,Southwest,True,5,4,5,132,196,1003.45,79.52,26.4,200.69,204
PLY00000256,Gold,40-49,Midwest,True,3,3,3,87,79,305.04,44.59,29.0,101.68,303
PLY00000257,Standard,50-59,Midwest,False,3,3,3,59,64,143.0,7.54,19.67,47.67,261
PLY00000258,Standard,40-49,Northeast,True,9,7,8,214,342,693.54,69.13,23.78,77.06,18
PLY00000259,Standard,50-59,Southeast,True,1,1,1,50,62,121.02,8.7,50.0,121.02,293
PLY00000260,Gold,40-49,Southeast,True,5,4,5,157,268,1403.23,133.79,31.4,280.65,32
PLY00000261,Standard,21-29,West,True,4,4,4,36,52,155.31,15.85,9.0,38.83,224
PLY00000262,Standard,40-49,Southwest,True,3,3,3,58,78,414.94,16.86,19.33,138.31,23
PLY00000263,Standard,60+,Southeast,True,6,5,5,269,375,1182.78,87.88,44.83,197.13,13
PLY00000264,Gold,50-59,Southeast,False,6,5,6,146,207,493.29,33.06,24.33,82.22,170
PLY00000265,Standard,21-29,Northeast,True,5,4,5,72,91,118.35,11.29,14.4,23.67,30
PLY00000266,Silver,21-29,Southeast,True,1,1,1,10,13,3.25,0.31,10.0,3.25,315
PLY00000267,Gold,21-29,Southwest,False,9,7,9,366,607,2476.48,278.22,40.67,275.16,3
PLY00000268,Silver,40-49,Northeast,True,4,4,4,106,162,484.05,31.4,26.5,121.01,3
PLY00000269,Standard,40-49,Midwest,True,3,2,3,22,29,69.26,6.13,7.33,23.09,237
PLY00000270,Standard,30-39,West,True,2,2,2,83,109,124.4,14.48,41.5,62.2,51
PLY00000271,Standard,30-39,Southwest,True,6,4,6,153,222,977.37,89.82,25.5,162.9,22
PLY00000272,Standard,40-49,Midwest,True,2,2,2,72,82,206.97,16.2,36.0,103.49,143
PLY00000273,Standard,50-59,Southwest,True,1,1,1,17,17,62.85,8.47,17.0,62.85,341
PLY00000274,Silver,30-39,Southeast,True,6,5,6,379,529,1612.51,104.95,63.17,268.75,11
PLY00000275,Standard,50-59,Southeast,True,3,3,3,56,96,219.3,21.51,18.67,73.1,294
PLY00000276,Standard,60+,West,True,3,3,3,60,71,108.05,10.18,20.0,36.02,30
PLY00000277,Silver,21-29,Northeast,True,7,5,7,365,566,1630.08,113.02,52.14,232.87,12
PLY00000279,Standard,30-39,Southeast,False,4,3,4,96,141,494.62,15.84,24.0,123.66,263
PLY00000280,Standard,60+,Midwest,True,4,4,4,83,110,406.83,36.51,20.75,101.71,9
PLY00000281,Standard,60+,Southeast,False,1,1,1,7,6,12.45,0.55,7.0,12.45,336
PLY00000282,Silver,21-29,West,True,5,5,5,144,196,655.17,51.61,28.8,131.03,204
PLY00000283,Standard,60+,Northeast,True,2,2,2,42,58,266.24,19.57,21.0,133.12,216
PLY00000284,Standard,60+,West,True,6,6,6,143,189,652.26,48.19,23.83,108.71,21
PLY00000285,Standard,21-29,Southeast,True,1,1,1,7,11,19.11,2.21,7.0,19.11,238
PLY00000286,Gold,50-59,Northeast,True,7,6,7,260,405,950.14,89.0,37.14,135.73,52
PLY00000287,Standard,21-29,West,True,5,5,5,83,89,359.83,34.8,16.6,71.97,295
PLY00000288,Silver,50-59,Midwest,False,3,2,2,121,170,675.55,82.58,40.33,225.18,178
PLY00000289,Silver,21-29,Southwest,True,2,2,2,27,39,77.87,6.54,13.5,38.94,300
PLY00000290,Platinum,21-29,Southwest,True,8,6,8,436,817,6345.8,601.24,54.5,793.23,10
PLY00000291,Silver,50-59,Midwest,False,3,3,3,107,141,350.88,27.21,35.67,116.96,143
PLY00000294,Standard,30-39,Southeast,False,2,2,2,54,77,179.92,17.09,27.0,89.96,227
PLY00000295,Platinum,50-59,West,True,1,1,1,21,26,43.27,6.23,21.0,43.27,203
PLY00000296,Standard,50-59,Midwest,True,2,2,2,35,44,108.29,8.67,17.5,54.15,236
PLY00000297,Gold,21-29,Northeast,False,2,2,2,20,29,293.28,20.33,10.0,146.64,313
PLY00000298,Silver,21-29,Southeast,True,3,2,3,61,79,111.35,10.34,20.33,37.12,20
PLY00000299,Standard,60+,Northeast,True,7,6,7,206,283,746.11,56.13,29.43,106.59,11
PLY00000300,Standard,60+,Southeast,False,2,2,2,68,76,222.5,10.49,34.0,111.25,315
PLY00000301,Standard,40-49,Southeast,False,4,4,4,96,138,398.32,21.67,24.0,99.58,178
PLY00000302,Standard,60+,Midwest,True,9,7,9,218,255,510.76,51.96,24.22,56.75,17
